,Transaction_ID,Customer_ID,Product_Id,Date,Quantity,Amount
1242,t1243,C38,P9,2020-11-11,1,80
1243,t1244,C18,P21,2019-07-01,2,152
1244,t1245,C72,P13,2022-07-19,1,8
1245,t1246,C153,P9,2021-12-08,1,80
1246,t1247,C113,P22,2022-11-11,2,184
1247,t1248,C68,P10,2022-12-15,1,60
1248,t1249,C191,P14,2022-03-18,3,294
1249,t1250,C168,P7,2021-09-08,4,48
1250,t1251,C233,P20,2021-11-10,1,49
1251,t1252,C20,P7,2022-11-18,2,24
1252,t1253,C151,P13,2020-08-07,1,8
1253,t1254,C199,P18,2019-10-28,2,138
1254,t1255,C80,P16,2021-06-09,5,2600
1255,t1256,C137,P14,2022-09-24,3,294
1256,t1257,C91,P20,2022-05-24,1,49
1257,t1258,C28,P10,2020-11-12,1,60
1258,t1259,C151,P13,2022-11-10,2,16
1259,t1260,C191,P12,2021-01-14,4,144
1260,t1261,C87,P8,2020-04-11,1,40
1261,t1262,C8,P3,2021-06-07,1,30
1262,t1263,C171,P9,2022-06-24,1,80
1263,t1264,C80,P13,2022-06-17,1,8
1264,t1265,C124,P1,2020-11-04,3,150
1265,t1266,C98,P11,2022-09-20,1,45
1266,t1267,C187,P13,2020-11-09,1,8
1267,t1268,C152,P9,2022-05-08,4,320
1268,t1269,C73,P15,2023-04-25,2,700
1269,t1270,C235,P21,2021-08-20,2,152
1270,t1271,C250,P13,2023-01-20,1,8
1271,t1272,C3,P1,2023-03-31,2,100
1272,t1273,C118,P16,2022-01-16,1,520
1273,t1274,C87,P19,2021-06-30,2,108
1274,t1275,C7,P21,2020-03-06,3,228
1275,t1276,C119,P9,2020-06-30,4,320
1276,t1277,C17,P15,2021-10-15,1,350
1277,t1278,C160,P10,2021-04-04,1,60
1278,t1279,C154,P21,2021-04-12,5,380
1279,t1280,C180,P2,2020-06-01,1,98
1280,t1281,C100,P8,2022-10-01,1,40
1281,t1282,C70,P5,2022-04-22,2,50
1282,t1283,C158,P15,2021-02-18,1,350
1283,t1284,C187,P9,2020-03-10,1,80
1284,t1285,C28,P19,2019-11-13,1,54
1285,t1286,C65,P18,2022-04-12,1,69
1286,t1287,C206,P20,2021-12-26,1,49
1287,t1288,C102,P11,2020-04-23,4,180
1288,t1289,C170,P11,2023-05-12,1,45
1289,t1290,C164,P5,2020-08-18,3,75
1290,t1291,C86,P20,2022-11-15,2,98
1291,t1292,C83,P1,2022-06-20,2,100
1292,t1293,C226,P8,2021-12-10,3,120
1293,t1294,C246,P20,2019-12-08,1,49
1294,t1295,C163,P8,2021-01-07,1,40
1295,t1296,C78,P11,2021-04-08,1,45
1296,t1297,C103,P2,2022-01-08,1,98
1297,t1298,C124,P4,2020-07-20,4,480
1298,t1299,C124,P22,2022-09-11,2,184
1299,t1300,C235,P3,2022-05-18,2,60
1300,t1301,C197,P3,2022-05-08,2,60
1301,t1302,C44,P10,2021-05-18,2,120
1302,t1303,C43,P21,2021-12-02,1,76
1303,t1304,C93,P13,2019-11-24,1,8
1304,t1305,C69,P2,2020-12-15,2,196
1305,t1306,C163,P6,2019-12-23,2,36
1306,t1307,C109,P17,2020-10-10,5,2440
1307,t1308,C2,P5,2020-08-26,1,25
1308,t1309,C49,P12,2020-12-30,2,72
1309,t1310,C4,P10,2022-12-22,2,120
1310,t1311,C242,P12,2019-10-05,2,72
1311,t1312,C77,P18,2021-07-10,1,69
1312,t1313,C179,P6,2021-07-25,1,18
1313,t1314,C153,P1,2021-08-07,1,50
1314,t1315,C169,P16,2019-08-02,2,1040
1315,t1316,C23,P1,2021-04-04,1,50
1316,t1317,C34,P21,2023-03-26,1,76
1317,t1318,C178,P15,2021-03-13,1,350
1318,t1319,C33,P19,2019-09-13,3,162
1319,t1320,C245,P18,2020-08-27,1,69
1320,t1321,C139,P4,2023-02-23,2,240
1321,t1322,C85,P6,2021-10-03,1,18
1322,t1323,C56,P16,2020-12-18,1,520
1323,t1324,C227,P9,2020-08-20,5,400
1324,t1325,C63,P6,2020-06-20,2,36
1325,t1326,C182,P21,2021-04-25,1,76
1326,t1327,C31,P1,2022-07-11,4,200
1327,t1328,C139,P15,2021-02-24,1,350
1328,t1329,C196,P4,2019-12-26,1,120
1329,t1330,C166,P16,2022-04-19,3,1560
1330,t1331,C81,P17,2022-04-15,4,1952
1331,t1332,C147,P5,2022-04-29,1,25
1332,t1333,C199,P22,2022-11-05,1,92
1333,t1334,C86,P5,2020-05-06,2,50
1334,t1335,C161,P20,2020-10-22,3,147
1335,t1336,C25,P4,2021-07-24,3,360
1336,t1337,C215,P14,2020-08-03,2,196
1337,t1338,C43,P5,2020-12-08,1,25
1338,t1339,C131,P22,2023-04-26,4,368
1339,t1340,C123,P1,2022-10-01,2,100
1340,t1341,C236,P4,2019-08-27,2,240
1341,t1342,C215,P15,2022-07-26,2,700
1342,t1343,C209,P11,2021-10-27,1,45
1343,t1344,C34,P14,2021-03-03,2,196
1344,t1345,C124,P3,2020-02-22,1,30
1345,t1346,C232,P20,2020-06-20,1,49
1346,t1347,C85,P18,2019-11-05,3,207
1347,t1348,C12,P10,2022-01-28,2,120
1348,t1349,C129,P6,2019-12-26,1,18
1349,t1350,C71,P10,2020-10-31,1,60
1350,t1351,C241,P7,2020-05-04,3,36
1351,t1352,C226,P19,2021-11-08,2,108
1352,t1353,C62,P18,2020-08-23,1,69
1353,t1354,C112,P22,2021-11-05,2,184
1354,t1355,C56,P18,2020-02-18,2,138
1355,t1356,C133,P1,2020-08-09,1,50
1356,t1357,C169,P4,2023-01-13,2,240
1357,t1358,C74,P8,2022-10-26,5,200
1358,t1359,C196,P10,2020-02-19,1,60
1359,t1360,C207,P5,2023-02-01,3,75
1360,t1361,C226,P19,2019-08-25,3,162
1361,t1362,C216,P3,2021-02-04,5,150
1362,t1363,C30,P5,2020-02-26,2,50
1363,t1364,C193,P14,2019-09-05,1,98
1364,t1365,C104,P5,2021-08-22,2,50
1365,t1366,C116,P8,2020-07-24,1,40
1366,t1367,C36,P21,2021-02-08,1,76
1367,t1368,C32,P9,2023-04-28,4,320
1368,t1369,C82,P19,2020-03-18,1,54
1369,t1370,C126,P6,2022-10-19,3,54
1370,t1371,C29,P13,2021-07-19,1,8
1371,t1372,C142,P21,2021-04-25,1,76
1372,t1373,C145,P10,2021-05-13,1,60
1373,t1374,C90,P9,2022-04-19,3,240
1374,t1375,C90,P16,2021-09-15,1,520
1375,t1376,C31,P6,2019-10-11,1,18
1376,t1377,C18,P12,2023-01-30,2,72
1377,t1378,C142,P11,2022-05-05,1,45
1378,t1379,C219,P8,2020-12-04,1,40
1379,t1380,C77,P11,2021-02-10,1,45
1380,t1381,C51,P4,2020-02-24,1,120
1381,t1382,C62,P20,2020-09-11,1,49
1382,t1383,C210,P11,2021-12-18,2,90
1383,t1384,C154,P14,2022-05-12,1,98
1384,t1385,C68,P18,2021-03-12,2,138
1385,t1386,C26,P4,2022-08-16,1,120
1386,t1387,C228,P3,2019-12-02,1,30
1387,t1388,C187,P18,2019-11-13,2,138
1388,t1389,C32,P15,2022-12-17,1,350
1389,t1390,C114,P22,2022-04-29,1,92
1390,t1391,C203,P12,2022-01-29,4,144
1391,t1392,C25,P11,2020-06-17,3,135
1392,t1393,C156,P2,2022-03-03,1,98
1393,t1394,C147,P18,2022-07-27,1,69
1394,t1395,C230,P17,2022-06-17,1,488
1395,t1396,C41,P17,2019-09-21,3,1464
1396,t1397,C37,P5,2021-01-30,1,25
1397,t1398,C231,P15,2020-08-06,3,1050
1398,t1399,C25,P8,2023-02-10,2,80
1399,t1400,C212,P11,2021-11-10,4,180
1400,t1401,C211,P4,2019-09-28,4,480
1401,t1402,C179,P2,2021-09-12,1,98
1402,t1403,C151,P3,2022-12-16,1,30
1403,t1404,C203,P20,2023-03-22,2,98
1404,t1405,C172,P14,2022-08-28,3,294
1405,t1406,C137,P8,2020-04-16,2,80
1406,t1407,C31,P5,2021-04-02,2,50
1407,t1408,C123,P10,2020-11-15,1,60
1408,t1409,C131,P15,2022-04-21,1,350
1409,t1410,C220,P9,2020-11-26,1,80
1410,t1411,C181,P2,2020-09-16,4,392
1411,t1412,C130,P15,2021-12-06,1,350
1412,t1413,C30,P16,2023-04-17,3,1560
1413,t1414,C144,P17,2022-12-15,4,1952
1414,t1415,C40,P15,2022-09-03,2,700
1415,t1416,C153,P9,2020-04-10,1,80
1416,t1417,C197,P22,2022-04-13,3,276
1417,t1418,C176,P5,2020-06-09,2,50
1418,t1419,C174,P11,2021-09-12,1,45
1419,t1420,C75,P12,2021-01-17,1,36
1420,t1421,C133,P10,2021-08-22,2,120
1421,t1422,C230,P9,2021-02-25,1,80
1422,t1423,C219,P9,2019-07-05,1,80
1423,t1424,C98,P13,2020-11-20,1,8
1424,t1425,C107,P8,2020-03-29,2,80
1425,t1426,C247,P5,2019-10-23,1,25
1426,t1427,C227,P21,2021-01-04,1,76
1427,t1428,C145,P16,2023-06-20,1,520
1428,t1429,C128,P4,2023-02-02,4,480
1429,t1430,C46,P6,2020-12-17,1,18
1430,t1431,C195,P22,2022-06-05,2,184
1431,t1432,C124,P10,2021-12-02,1,60
1432,t1433,C46,P6,2022-10-18,2,36
1433,t1434,C83,P22,2019-12-24,5,460
1434,t1435,C23,P6,2020-04-02,1,18
1435,t1436,C120,P3,2022-12-14,1,30
1436,t1437,C183,P18,2023-02-01,2,138
1437,t1438,C103,P15,2019-12-15,4,1400
1438,t1439,C172,P14,2022-05-30,1,98
1439,t1440,C133,P1,2021-02-24,1,50
1440,t1441,C165,P20,2021-06-06,2,98
1441,t1442,C176,P12,2020-08-06,2,72
1442,t1443,C121,P10,2019-09-26,4,240
1443,t1444,C68,P9,2020-10-05,1,80
1444,t1445,C94,P6,2020-04-20,2,36
1445,t1446,C177,P19,2023-06-04,1,54
1446,t1447,C4,P4,2023-04-03,1,120
1447,t1448,C24,P4,2019-11-20,1,120
1448,t1449,C137,P12,2020-05-02,3,108
1449,t1450,C207,P6,2022-09-27,1,18
1450,t1451,C65,P22,2021-03-04,1,92
1451,t1452,C12,P17,2022-08-30,2,976
1452,t1453,C238,P5,2020-09-03,1,25
1453,t1454,C53,P3,2022-04-03,1,30
1454,t1455,C98,P21,2021-07-15,4,304
1455,t1456,C216,P17,2020-04-23,1,488
1456,t1457,C122,P19,2020-07-16,5,270
1457,t1458,C218,P5,2020-06-30,3,75
1458,t1459,C61,P1,2023-04-28,1,50
1459,t1460,C62,P21,2021-02-25,2,152
1460,t1461,C86,P2,2021-05-24,3,294
1461,t1462,C66,P9,2023-01-11,3,240
1462,t1463,C97,P5,2019-09-01,3,75
1463,t1464,C107,P3,2022-04-05,4,120
1464,t1465,C201,P1,2019-12-03,1,50
1465,t1466,C68,P15,2022-09-05,1,350
1466,t1467,C25,P5,2022-07-08,5,125
1467,t1468,C41,P1,2021-03-07,1,50
1468,t1469,C167,P11,2023-05-22,2,90
1469,t1470,C119,P8,2023-04-08,4,160
1470,t1471,C169,P4,2020-01-21,2,240
1471,t1472,C222,P2,2023-05-11,1,98
1472,t1473,C215,P20,2020-05-07,4,196
1473,t1474,C29,P13,2022-10-23,1,8
1474,t1475,C109,P1,2020-01-13,4,200
1475,t1476,C71,P6,2020-10-29,4,72
1476,t1477,C61,P13,2021-01-16,1,8
1477,t1478,C36,P15,2022-10-20,1,350
1478,t1479,C97,P17,2021-01-22,5,2440
1479,t1480,C45,P11,2021-10-15,1,45
1480,t1481,C105,P21,2022-02-05,1,76
1481,t1482,C111,P4,2022-03-17,1,120
1482,t1483,C236,P19,2023-05-06,1,54
1483,t1484,C139,P19,2020-11-20,2,108
1484,t1485,C226,P8,2019-12-15,1,40
1485,t1486,C233,P2,2020-04-30,1,98
1486,t1487,C233,P19,2019-11-30,1,54
1487,t1488,C53,P19,2021-11-26,1,54
1488,t1489,C50,P22,2022-06-25,3,276
1489,t1490,C3,P12,2023-05-24,4,144
1490,t1491,C186,P22,2021-10-01,2,184
1491,t1492,C5,P3,2020-06-03,1,30
1492,t1493,C195,P19,2022-09-14,1,54
1493,t1494,C89,P11,2022-02-22,4,180
1494,t1495,C29,P21,2020-08-14,3,228
1495,t1496,C184,P6,2020-07-30,1,18
1496,t1497,C182,P2,2020-03-08,1,98
1497,t1498,C133,P1,2022-06-02,5,250
1498,t1499,C115,P1,2022-02-05,1,50
1499,t1500,C133,P22,2022-07-02,2,184
1500,t1501,C210,P2,2022-02-27,2,196
1501,t1502,C223,P10,2022-10-19,1,60
1502,t1503,C39,P7,2020-04-05,1,12
1503,t1504,C83,P21,2021-05-30,2,152
1504,t1505,C127,P7,2023-04-03,2,24
1505,t1506,C221,P22,2022-12-14,1,92
1506,t1507,C99,P12,2019-09-12,1,36
1507,t1508,C164,P2,2021-05-26,2,196
1508,t1509,C48,P11,2020-10-18,1,45
1509,t1510,C220,P19,2019-08-01,1,54
1510,t1511,C219,P10,2020-11-05,1,60
1511,t1512,C247,P17,2020-07-10,1,488
1512,t1513,C122,P14,2021-04-04,1,98
1513,t1514,C144,P20,2023-03-14,3,147
1514,t1515,C163,P13,2021-05-22,2,16
1515,t1516,C182,P1,2021-10-19,4,200
1516,t1517,C240,P2,2023-02-01,2,196
1517,t1518,C122,P11,2021-07-07,1,45
1518,t1519,C238,P20,2022-01-17,1,49
1519,t1520,C234,P22,2020-07-16,4,368
1520,t1521,C124,P18,2021-09-11,2,138
1521,t1522,C165,P9,2021-01-24,2,160
1522,t1523,C76,P7,2021-02-22,3,36
1523,t1524,C231,P11,2021-07-23,1,45
1524,t1525,C216,P18,2022-10-01,2,138
1525,t1526,C86,P16,2020-07-13,1,520
1526,t1527,C241,P4,2021-02-08,1,120
1527,t1528,C102,P19,2021-04-13,3,162
1528,t1529,C104,P4,2021-04-18,4,480
1529,t1530,C124,P19,2020-04-08,2,108
1530,t1531,C238,P12,2021-12-10,3,108
1531,t1532,C228,P6,2021-09-24,5,90
1532,t1533,C185,P8,2023-04-27,2,80
1533,t1534,C191,P4,2021-01-06,3,360
1534,t1535,C238,P16,2020-05-08,1,520
1535,t1536,C17,P16,2020-05-07,1,520
1536,t1537,C50,P18,2020-05-26,2,138
1537,t1538,C220,P6,2022-03-13,1,18
1538,t1539,C43,P7,2021-12-09,1,12
1539,t1540,C9,P15,2020-11-19,2,700
1540,t1541,C236,P11,2021-05-18,1,45
1541,t1542,C170,P15,2020-06-23,3,1050
1542,t1543,C146,P19,2022-11-04,5,270
1543,t1544,C201,P12,2022-01-14,3,108
1544,t1545,C231,P5,2021-07-29,2,50
1545,t1546,C21,P17,2021-08-16,1,488
1546,t1547,C72,P11,2020-09-05,2,90
1547,t1548,C138,P11,2019-10-04,2,90
1548,t1549,C233,P20,2023-04-10,3,147
1549,t1550,C205,P6,2021-03-02,2,36
1550,t1551,C94,P2,2021-11-20,2,196
1551,t1552,C216,P12,2020-07-26,2,72
1552,t1553,C187,P20,2022-12-05,1,49
1553,t1554,C180,P10,2021-07-17,1,60
1554,t1555,C63,P14,2020-03-04,3,294
1555,t1556,C116,P9,2022-02-26,2,160
1556,t1557,C98,P14,2019-08-19,2,196
1557,t1558,C243,P14,2022-01-10,1,98
1558,t1559,C26,P17,2023-04-20,2,976
1559,t1560,C36,P17,2023-01-06,1,488
1560,t1561,C101,P7,2019-11-28,1,12
1561,t1562,C123,P2,2020-01-18,4,392
1562,t1563,C212,P6,2022-02-09,2,36
1563,t1564,C217,P15,2021-07-19,1,350
1564,t1565,C18,P7,2021-05-30,1,12
1565,t1566,C48,P5,2021-04-16,1,25
1566,t1567,C135,P21,2021-10-12,4,304
1567,t1568,C82,P9,2020-09-13,1,80
1568,t1569,C85,P2,2020-09-03,3,294
1569,t1570,C240,P18,2021-05-11,1,69
1570,t1571,C27,P1,2023-02-19,1,50
1571,t1572,C90,P18,2022-11-15,4,276
1572,t1573,C76,P19,2019-08-15,4,216
1573,t1574,C114,P13,2022-09-03,1,8
1574,t1575,C2,P18,2021-05-16,5,345
1575,t1576,C11,P1,2020-09-11,2,100
1576,t1577,C69,P20,2021-09-30,2,98
1577,t1578,C20,P16,2020-12-30,1,520
1578,t1579,C45,P7,2019-11-09,4,48
1579,t1580,C144,P17,2022-04-29,2,976
1580,t1581,C153,P8,2021-08-18,3,120
1581,t1582,C46,P10,2022-04-13,2,120
1582,t1583,C193,P11,2021-03-02,3,135
1583,t1584,C170,P21,2019-12-20,2,152
1584,t1585,C197,P15,2022-02-07,5,1750
1585,t1586,C214,P15,2022-07-23,1,350
1586,t1587,C202,P19,2021-12-19,2,108
1587,t1588,C55,P19,2020-12-07,2,108
1588,t1589,C225,P14,2022-12-22,2,196
1589,t1590,C237,P15,2021-05-30,4,1400
1590,t1591,C95,P1,2022-03-02,1,50
1591,t1592,C27,P7,2020-02-05,2,24
1592,t1593,C191,P5,2021-02-14,1,25
1593,t1594,C97,P22,2021-04-14,1,92
1594,t1595,C115,P15,2022-08-13,1,350
1595,t1596,C174,P5,2021-07-23,3,75
1596,t1597,C58,P1,2020-01-17,1,50
1597,t1598,C210,P9,2023-01-04,1,80
1598,t1599,C100,P12,2021-11-28,1,36
1599,t1600,C19,P13,2020-01-07,1,8
1600,t1601,C193,P16,2020-05-08,1,520
1601,t1602,C25,P22,2022-02-08,3,276
1602,t1603,C66,P9,2020-02-08,1,80
1603,t1604,C116,P16,2020-07-22,1,520
1604,t1605,C109,P9,2019-12-01,2,160
1605,t1606,C5,P16,2021-01-06,1,520
1606,t1607,C188,P20,2022-07-24,4,196
1607,t1608,C11,P16,2020-02-16,2,1040
1608,t1609,C131,P14,2021-10-24,3,294
1609,t1610,C74,P13,2022-09-29,1,8
1610,t1611,C204,P12,2023-02-25,1,36
1611,t1612,C53,P4,2020-10-29,3,360
1612,t1613,C81,P1,2022-05-05,2,100
1613,t1614,C121,P13,2020-10-29,2,16
1614,t1615,C198,P17,2021-11-11,1,488
1615,t1616,C122,P11,2019-11-04,2,90
1616,t1617,C9,P20,2022-10-18,4,196
1617,t1618,C196,P15,2021-11-10,3,1050
1618,t1619,C177,P3,2021-06-27,1,30
1619,t1620,C17,P5,2023-06-14,1,25
1620,t1621,C8,P5,2022-03-10,2,50
1621,t1622,C11,P15,2022-03-15,5,1750
1622,t1623,C191,P22,2021-03-21,1,92
1623,t1624,C13,P16,2021-06-04,1,520
1624,t1625,C126,P10,2021-09-03,3,180
1625,t1626,C139,P19,2021-05-12,3,162
1626,t1627,C41,P16,2022-09-16,1,520
1627,t1628,C135,P22,2020-06-22,2,184
1628,t1629,C168,P3,2022-04-12,1,30
1629,t1630,C140,P17,2019-06-30,1,488
1630,t1631,C161,P13,2020-04-22,5,40
1631,t1632,C218,P5,2023-06-06,3,75
1632,t1633,C161,P21,2019-10-28,3,228
1633,t1634,C203,P4,2020-11-29,2,240
1634,t1635,C228,P17,2021-06-02,1,488
1635,t1636,C232,P15,2021-01-05,2,700
1636,t1637,C235,P18,2021-12-26,1,69
1637,t1638,C127,P10,2022-05-09,2,120
1638,t1639,C43,P21,2020-01-02,3,228
1639,t1640,C89,P20,2020-05-07,1,49
1640,t1641,C192,P10,2021-01-22,2,120
1641,t1642,C43,P4,2022-10-29,1,120
1642,t1643,C219,P7,2019-06-27,2,24
1643,t1644,C139,P12,2021-08-15,1,36
1644,t1645,C244,P6,2020-06-11,1,18
1645,t1646,C184,P10,2022-07-18,3,180
1646,t1647,C187,P8,2019-10-03,1,40
1647,t1648,C175,P22,2022-01-23,3,276
1648,t1649,C90,P1,2021-07-21,2,100
1649,t1650,C92,P9,2021-04-20,1,80
1650,t1651,C23,P12,2019-09-23,3,108
1651,t1652,C69,P3,2022-01-14,3,90
1652,t1653,C230,P6,2020-08-03,1,18
1653,t1654,C33,P1,2023-03-10,1,50
1654,t1655,C149,P14,2022-11-30,1,98
1655,t1656,C228,P17,2021-11-08,3,1464
1656,t1657,C172,P17,2021-08-14,5,2440
1657,t1658,C137,P11,2023-03-05,5,225
1658,t1659,C81,P11,2019-09-10,5,225
1659,t1660,C184,P9,2019-12-27,1,80
1660,t1661,C85,P11,2020-06-13,2,90
1661,t1662,C148,P22,2021-06-29,3,276
1662,t1663,C164,P16,2021-11-08,1,520
1663,t1664,C13,P1,2023-03-28,4,200
1664,t1665,C186,P10,2022-07-01,1,60
1665,t1666,C23,P10,2023-01-11,1,60
1666,t1667,C189,P6,2023-06-24,1,18
1667,t1668,C173,P20,2022-10-28,1,49
1668,t1669,C116,P14,2020-07-24,5,490
1669,t1670,C180,P5,2022-10-06,1,25
1670,t1671,C31,P11,2022-02-14,4,180
1671,t1672,C180,P10,2022-07-23,1,60
1672,t1673,C15,P18,2021-04-27,1,69
1673,t1674,C105,P16,2021-05-22,2,1040
1674,t1675,C84,P1,2023-04-30,1,50
1675,t1676,C216,P10,2022-10-02,4,240
1676,t1677,C113,P9,2020-10-18,3,240
1677,t1678,C243,P10,2020-09-26,1,60
1678,t1679,C23,P12,2022-12-11,1,36
1679,t1680,C82,P16,2019-11-15,2,1040
1680,t1681,C219,P20,2022-08-06,2,98
1681,t1682,C139,P12,2021-12-03,1,36
1682,t1683,C210,P20,2021-03-31,2,98
1683,t1684,C24,P5,2020-01-08,4,100
1684,t1685,C72,P2,2021-12-07,1,98
1685,t1686,C102,P9,2021-07-24,2,160
1686,t1687,C141,P7,2020-10-10,5,60
1687,t1688,C189,P10,2023-05-07,3,180
1688,t1689,C127,P6,2020-05-09,4,72
1689,t1690,C142,P12,2022-06-10,3,108
1690,t1691,C133,P1,2023-04-09,4,200
1691,t1692,C148,P13,2021-08-03,4,32
1692,t1693,C187,P16,2023-06-06,1,520
1693,t1694,C157,P12,2020-06-29,2,72
1694,t1695,C183,P11,2022-05-19,3,135
1695,t1696,C55,P6,2021-01-02,1,18
1696,t1697,C85,P7,2020-03-09,1,12
1697,t1698,C15,P2,2022-09-05,2,196
1698,t1699,C84,P4,2022-01-27,3,360
1699,t1700,C151,P13,2020-07-19,1,8
1700,t1701,C15,P5,2021-04-28,2,50
1701,t1702,C42,P7,2023-06-05,2,24
1702,t1703,C19,P9,2023-03-11,2,160
1703,t1704,C16,P4,2022-05-04,1,120
1704,t1705,C168,P2,2021-12-11,3,294
1705,t1706,C43,P11,2023-04-04,1,45
1706,t1707,C166,P20,2020-06-15,2,98
1707,t1708,C224,P19,2021-10-01,1,54
1708,t1709,C21,P8,2023-01-05,1,40
1709,t1710,C114,P2,2020-08-18,1,98
1710,t1711,C63,P21,2021-07-29,1,76
1711,t1712,C180,P9,2023-02-18,1,80
1712,t1713,C68,P17,2021-10-19,4,1952
1713,t1714,C96,P17,2023-06-17,1,488
1714,t1715,C121,P15,2023-05-23,1,350
1715,t1716,C32,P1,2020-12-31,1,50
1716,t1717,C138,P4,2020-04-10,5,600
1717,t1718,C145,P1,2020-12-25,1,50
1718,t1719,C183,P14,2020-12-22,1,98
1719,t1720,C35,P9,2020-05-10,1,80
1720,t1721,C5,P7,2020-01-16,1,12
1721,t1722,C164,P14,2019-12-24,1,98
1722,t1723,C160,P20,2020-04-04,2,98
1723,t1724,C241,P14,2020-08-24,2,196
1724,t1725,C43,P2,2023-06-03,1,98
1725,t1726,C173,P14,2022-03-04,1,98
1726,t1727,C209,P12,2022-06-19,2,72
1727,t1728,C193,P4,2019-09-28,2,240
1728,t1729,C125,P14,2020-02-25,5,490
1729,t1730,C239,P10,2022-03-02,4,240
1730,t1731,C63,P13,2022-05-01,2,16
1731,t1732,C85,P6,2023-05-28,2,36
1732,t1733,C70,P4,2020-01-17,1,120
1733,t1734,C146,P6,2022-02-24,1,18
1734,t1735,C180,P18,2021-11-20,3,207
1735,t1736,C222,P19,2022-06-22,1,54
1736,t1737,C40,P9,2020-01-31,2,160
1737,t1738,C130,P18,2020-03-14,1,69
1738,t1739,C220,P22,2022-07-02,4,368
1739,t1740,C138,P9,2022-02-11,2,160
1740,t1741,C118,P12,2020-09-03,1,36
1741,t1742,C17,P16,2023-03-18,2,1040
1742,t1743,C188,P22,2021-05-24,4,368
1743,t1744,C220,P9,2019-08-21,2,160
1744,t1745,C38,P19,2020-10-14,1,54
1745,t1746,C22,P14,2019-07-27,2,196
1746,t1747,C112,P19,2021-03-10,1,54
1747,t1748,C88,P6,2020-09-26,1,18
1748,t1749,C81,P14,2022-01-30,2,196
1749,t1750,C183,P9,2023-01-31,2,160
1750,t1751,C28,P5,2020-10-25,1,25
1751,t1752,C96,P4,2022-09-23,1,120
1752,t1753,C73,P14,2020-11-07,1,98
1753,t1754,C110,P1,2022-11-16,3,150
1754,t1755,C177,P19,2020-12-19,1,54
1755,t1756,C2,P17,2021-01-07,1,488
1756,t1757,C186,P6,2019-09-10,1,18
1757,t1758,C219,P7,2021-04-22,1,12
1758,t1759,C27,P15,2020-10-31,1,350
1759,t1760,C70,P14,2021-05-19,2,196
1760,t1761,C203,P13,2022-04-13,1,8
1761,t1762,C70,P17,2021-07-07,5,2440
1762,t1763,C67,P6,2022-02-21,1,18
1763,t1764,C159,P1,2021-10-17,1,50
1764,t1765,C105,P11,2023-03-10,5,225
1765,t1766,C57,P17,2023-02-06,4,1952
1766,t1767,C208,P3,2020-08-06,2,60
1767,t1768,C233,P3,2021-09-09,1,30
1768,t1769,C72,P15,2019-12-24,5,1750
1769,t1770,C10,P6,2022-09-08,1,18
1770,t1771,C97,P6,2021-10-24,1,18
1771,t1772,C38,P4,2023-06-14,2,240
1772,t1773,C40,P11,2020-01-15,4,180
1773,t1774,C175,P9,2021-11-09,2,160
1774,t1775,C110,P1,2021-09-04,1,50
1775,t1776,C164,P1,2021-09-04,4,200
1776,t1777,C177,P11,2022-04-08,4,180
1777,t1778,C145,P9,2020-10-11,1,80
1778,t1779,C217,P18,2019-11-14,1,69
1779,t1780,C246,P2,2022-07-03,1,98
1780,t1781,C216,P1,2020-09-05,1,50
1781,t1782,C31,P17,2021-07-28,1,488
1782,t1783,C236,P8,2023-06-20,4,160
1783,t1784,C224,P2,2019-10-08,2,196
1784,t1785,C156,P4,2020-06-03,1,120
1785,t1786,C84,P19,2020-01-03,1,54
1786,t1787,C76,P9,2019-11-04,2,160
1787,t1788,C106,P6,2021-11-06,1,18
1788,t1789,C122,P15,2022-06-08,2,700
1789,t1790,C206,P12,2020-08-29,1,36
1790,t1791,C240,P21,2022-04-16,1,76
1791,t1792,C154,P18,2020-10-01,1,69
1792,t1793,C221,P4,2020-04-26,4,480
1793,t1794,C62,P20,2019-11-21,4,196
1794,t1795,C149,P6,2021-08-10,1,18
1795,t1796,C94,P12,2021-08-31,1,36
1796,t1797,C149,P22,2023-01-09,2,184
1797,t1798,C94,P14,2020-04-23,2,196
1798,t1799,C236,P6,2022-08-03,3,54
1799,t1800,C22,P3,2020-03-26,3,90
1800,t1801,C135,P12,2022-12-08,4,144
1801,t1802,C126,P16,2020-02-18,2,1040
1802,t1803,C66,P19,2021-03-13,4,216
1803,t1804,C112,P21,2020-08-29,1,76
1804,t1805,C202,P14,2020-05-31,2,196
1805,t1806,C20,P3,2021-12-30,3,90
1806,t1807,C15,P10,2022-04-04,1,60
1807,t1808,C149,P19,2019-11-07,1,54
1808,t1809,C243,P8,2021-02-26,1,40
1809,t1810,C193,P22,2020-10-10,2,184
1810,t1811,C84,P3,2023-05-11,1,30
1811,t1812,C157,P16,2020-03-27,1,520
1812,t1813,C65,P8,2022-03-15,1,40
1813,t1814,C249,P14,2022-11-10,3,294
1814,t1815,C84,P3,2021-03-03,2,60
1815,t1816,C90,P9,2021-10-22,4,320
1816,t1817,C73,P10,2020-03-18,3,180
1817,t1818,C48,P21,2020-09-30,2,152
1818,t1819,C220,P8,2023-02-19,1,40
1819,t1820,C59,P14,2021-03-31,1,98
1820,t1821,C154,P17,2021-09-10,2,976
1821,t1822,C182,P19,2023-02-02,1,54
